[3, 1]y^4 + 2*y^3 + x^2 + 3*x*y + 3*y^2 + x + y
[10, 1]y^11 + 9*y^10 + x^9 + 10*x^8*y + 45*x^7*y^2 + 120*x^6*y^3 + 210*x^5*y^4 + 252*x^4*y^5 + 210*x^3*y^6 + 120*x^2*y^7 + 45*x*y^8 + 45*y^9 + x^8 + 10*x^7*y + 45*x^6*y^2 + 120*x^5*y^3 + 210*x^4*y^4 + 252*x^3*y^5 + 210*x^2*y^6 + 120*x*y^7 + 120*y^8 + x^7 + 10*x^6*y + 45*x^5*y^2 + 120*x^4*y^3 + 210*x^3*y^4 + 252*x^2*y^5 + 210*x*y^6 + 210*y^7 + x^6 + 10*x^5*y + 45*x^4*y^2 + 120*x^3*y^3 + 210*x^2*y^4 + 252*x*y^5 + 252*y^6 + x^5 + 10*x^4*y + 45*x^3*y^2 + 120*x^2*y^3 + 210*x*y^4 + 210*y^5 + x^4 + 10*x^3*y + 45*x^2*y^2 + 120*x*y^3 + 120*y^4 + x^3 + 10*x^2*y + 45*x*y^2 + 45*y^3 + x^2 + 10*x*y + 10*y^2 + x + y
[10, 3]y^11 + 9*y^10 + x^9 + 10*x*y^8 + 45*y^9 + 11*x^8 + 20*x^2*y^6 + 80*x*y^7 + 155*y^8 + 66*x^7 + 30*x^6*y + 20*x^5*y^2 + 30*x^4*y^3 + 60*x^3*y^4 + 165*x^2*y^5 + 340*x*y^6 + 405*y^7 + 256*x^6 + 260*x^5*y + 270*x^4*y^2 + 400*x^3*y^3 + 675*x^2*y^4 + 970*x*y^5 + 837*y^6 + 691*x^5 + 1090*x^4*y + 1395*x^3*y^2 + 1820*x^2*y^3 + 2060*x*y^4 + 1398*y^5 + 1283*x^4 + 2530*x^3*y + 3275*x^2*y^2 + 3240*x*y^3 + 1850*y^4 + 1553*x^3 + 3195*x^2*y + 3405*x*y^2 + 1815*y^3 + 1088*x^2 + 1900*x*y + 1140*y^2 + 328*x + 328*y
[11, 1]y^12 + 10*y^11 + x^10 + 11*x^9*y + 55*x^8*y^2 + 165*x^7*y^3 + 330*x^6*y^4 + 462*x^5*y^5 + 462*x^4*y^6 + 330*x^3*y^7 + 165*x^2*y^8 + 55*x*y^9 + 55*y^10 + x^9 + 11*x^8*y + 55*x^7*y^2 + 165*x^6*y^3 + 330*x^5*y^4 + 462*x^4*y^5 + 462*x^3*y^6 + 330*x^2*y^7 + 165*x*y^8 + 165*y^9 + x^8 + 11*x^7*y + 55*x^6*y^2 + 165*x^5*y^3 + 330*x^4*y^4 + 462*x^3*y^5 + 462*x^2*y^6 + 330*x*y^7 + 330*y^8 + x^7 + 11*x^6*y + 55*x^5*y^2 + 165*x^4*y^3 + 330*x^3*y^4 + 462*x^2*y^5 + 462*x*y^6 + 462*y^7 + x^6 + 11*x^5*y + 55*x^4*y^2 + 165*x^3*y^3 + 330*x^2*y^4 + 462*x*y^5 + 462*y^6 + x^5 + 11*x^4*y + 55*x^3*y^2 + 165*x^2*y^3 + 330*x*y^4 + 330*y^5 + x^4 + 11*x^3*y + 55*x^2*y^2 + 165*x*y^3 + 165*y^4 + x^3 + 11*x^2*y + 55*x*y^2 + 55*y^3 + x^2 + 11*x*y + 11*y^2 + x + y
[11, 2]y^12 + 10*y^11 + x^10 + 11*x*y^9 + 55*y^10 + 12*x^9 + 11*x^8*y + 11*x^7*y^2 + 11*x^6*y^3 + 11*x^5*y^4 + 11*x^4*y^5 + 11*x^3*y^6 + 22*x^2*y^7 + 99*x*y^8 + 209*y^9 + 67*x^8 + 110*x^7*y + 143*x^6*y^2 + 165*x^5*y^3 + 176*x^4*y^4 + 187*x^3*y^5 + 264*x^2*y^6 + 506*x*y^7 + 605*y^8 + 232*x^7 + 506*x^6*y + 759*x^5*y^2 + 946*x^4*y^3 + 1089*x^3*y^4 + 1331*x^2*y^5 + 1683*x*y^6 + 1364*y^7 + 562*x^6 + 1441*x^5*y + 2354*x^4*y^2 + 3113*x^3*y^3 + 3696*x^2*y^4 + 3806*x*y^5 + 2387*y^6 + 1013*x^5 + 2860*x^4*y + 4840*x^3*y^2 + 6171*x^2*y^3 + 5896*x*y^4 + 3179*y^5 + 1365*x^4 + 3949*x^3*y + 6193*x^2*y^2 + 6149*x*y^3 + 3124*y^4 + 1288*x^3 + 3399*x^2*y + 4070*x*y^2 + 2145*y^3 + 738*x^2 + 1474*x*y + 924*y^2 + 188*x + 188*y
[11, 3]y^12 + 10*y^11 + x^10 + 11*x*y^9 + 55*y^10 + 12*x^9 + 22*x^2*y^7 + 99*x*y^8 + 209*y^9 + 78*x^8 + 22*x^7*y + 11*x^6*y^2 + 11*x^5*y^3 + 22*x^4*y^4 + 66*x^3*y^5 + 209*x^2*y^6 + 473*x*y^7 + 605*y^8 + 342*x^7 + 253*x^6*y + 220*x^5*y^2 + 297*x^4*y^3 + 528*x^3*y^4 + 990*x^2*y^5 + 1529*x*y^6 + 1397*y^7 + 1079*x^6 + 1364*x^5*y + 1584*x^4*y^2 + 2167*x^3*y^3 + 3080*x^2*y^4 + 3696*x*y^5 + 2640*y^6 + 2476*x^5 + 4290*x^4*y + 5610*x^3*y^2 + 6831*x^2*y^3 + 6886*x*y^4 + 4092*y^5 + 4038*x^4 + 8195*x^3*y + 10439*x^2*y^2 + 9713*x*y^3 + 5093*y^4 + 4412*x^3 + 9064*x^2*y + 9383*x*y^2 + 4763*y^3 + 2861*x^2 + 4939*x*y + 2893*y^2 + 815*x + 815*y
[12, 1]y^13 + 11*y^12 + x^11 + 12*x^10*y + 66*x^9*y^2 + 220*x^8*y^3 + 495*x^7*y^4 + 792*x^6*y^5 + 924*x^5*y^6 + 792*x^4*y^7 + 495*x^3*y^8 + 220*x^2*y^9 + 66*x*y^10 + 66*y^11 + x^10 + 12*x^9*y + 66*x^8*y^2 + 220*x^7*y^3 + 495*x^6*y^4 + 792*x^5*y^5 + 924*x^4*y^6 + 792*x^3*y^7 + 495*x^2*y^8 + 220*x*y^9 + 220*y^10 + x^9 + 12*x^8*y + 66*x^7*y^2 + 220*x^6*y^3 + 495*x^5*y^4 + 792*x^4*y^5 + 924*x^3*y^6 + 792*x^2*y^7 + 495*x*y^8 + 495*y^9 + x^8 + 12*x^7*y + 66*x^6*y^2 + 220*x^5*y^3 + 495*x^4*y^4 + 792*x^3*y^5 + 924*x^2*y^6 + 792*x*y^7 + 792*y^8 + x^7 + 12*x^6*y + 66*x^5*y^2 + 220*x^4*y^3 + 495*x^3*y^4 + 792*x^2*y^5 + 924*x*y^6 + 924*y^7 + x^6 + 12*x^5*y + 66*x^4*y^2 + 220*x^3*y^3 + 495*x^2*y^4 + 792*x*y^5 + 792*y^6 + x^5 + 12*x^4*y + 66*x^3*y^2 + 220*x^2*y^3 + 495*x*y^4 + 495*y^5 + x^4 + 12*x^3*y + 66*x^2*y^2 + 220*x*y^3 + 220*y^4 + x^3 + 12*x^2*y + 66*x*y^2 + 66*y^3 + x^2 + 12*x*y + 12*y^2 + x + y
[12, 5]y^13 + 11*y^12 + x^11 + 12*x*y^10 + 66*y^11 + 13*x^10 + 24*x^2*y^8 + 120*x*y^9 + 274*y^10 + 91*x^9 + 30*x^8*y + 24*x^7*y^2 + 30*x^6*y^3 + 24*x^5*y^4 + 30*x^4*y^5 + 72*x^3*y^6 + 258*x^2*y^7 + 636*x*y^8 + 869*y^9 + 425*x^8 + 312*x^7*y + 270*x^6*y^2 + 300*x^5*y^3 + 378*x^4*y^4 + 672*x^3*y^5 + 1386*x^2*y^6 + 2292*x*y^7 + 2211*y^8 + 1454*x^7 + 1750*x^6*y + 1917*x^5*y^2 + 2394*x^4*y^3 + 3388*x^3*y^4 + 5010*x^2*y^5 + 6249*x*y^6 + 4642*y^7 + 3748*x^6 + 6282*x^5*y + 8229*x^4*y^2 + 10568*x^3*y^3 + 13038*x^2*y^4 + 13326*x*y^5 + 8093*y^6 + 7247*x^5 + 14874*x^4*y + 20814*x^3*y^2 + 24234*x^2*y^3 + 21999*x*y^4 + 11553*y^5 + 10193*x^4 + 22788*x^3*y + 29940*x^2*y^2 + 26808*x*y^3 + 13018*y^4 + 9827*x^3 + 21186*x^2*y + 22076*x*y^2 + 10856*y^3 + 5769*x^2 + 10148*x*y + 5908*y^2 + 1529*x + 1529*y
[13, 1]y^14 + 12*y^13 + x^12 + 13*x^11*y + 78*x^10*y^2 + 286*x^9*y^3 + 715*x^8*y^4 + 1287*x^7*y^5 + 1716*x^6*y^6 + 1716*x^5*y^7 + 1287*x^4*y^8 + 715*x^3*y^9 + 286*x^2*y^10 + 78*x*y^11 + 78*y^12 + x^11 + 13*x^10*y + 78*x^9*y^2 + 286*x^8*y^3 + 715*x^7*y^4 + 1287*x^6*y^5 + 1716*x^5*y^6 + 1716*x^4*y^7 + 1287*x^3*y^8 + 715*x^2*y^9 + 286*x*y^10 + 286*y^11 + x^10 + 13*x^9*y + 78*x^8*y^2 + 286*x^7*y^3 + 715*x^6*y^4 + 1287*x^5*y^5 + 1716*x^4*y^6 + 1716*x^3*y^7 + 1287*x^2*y^8 + 715*x*y^9 + 715*y^10 + x^9 + 13*x^8*y + 78*x^7*y^2 + 286*x^6*y^3 + 715*x^5*y^4 + 1287*x^4*y^5 + 1716*x^3*y^6 + 1716*x^2*y^7 + 1287*x*y^8 + 1287*y^9 + x^8 + 13*x^7*y + 78*x^6*y^2 + 286*x^5*y^3 + 715*x^4*y^4 + 1287*x^3*y^5 + 1716*x^2*y^6 + 1716*x*y^7 + 1716*y^8 + x^7 + 13*x^6*y + 78*x^5*y^2 + 286*x^4*y^3 + 715*x^3*y^4 + 1287*x^2*y^5 + 1716*x*y^6 + 1716*y^7 + x^6 + 13*x^5*y + 78*x^4*y^2 + 286*x^3*y^3 + 715*x^2*y^4 + 1287*x*y^5 + 1287*y^6 + x^5 + 13*x^4*y + 78*x^3*y^2 + 286*x^2*y^3 + 715*x*y^4 + 715*y^5 + x^4 + 13*x^3*y + 78*x^2*y^2 + 286*x*y^3 + 286*y^4 + x^3 + 13*x^2*y + 78*x*y^2 + 78*y^3 + x^2 + 13*x*y + 13*y^2 + x + y
[13, 2]y^14 + 12*y^13 + x^12 + 13*x*y^11 + 78*y^12 + 14*x^11 + 13*x^10*y + 13*x^9*y^2 + 13*x^8*y^3 + 13*x^7*y^4 + 13*x^6*y^5 + 13*x^5*y^6 + 13*x^4*y^7 + 13*x^3*y^8 + 26*x^2*y^9 + 143*x*y^10 + 351*y^11 + 92*x^10 + 156*x^9*y + 208*x^8*y^2 + 247*x^7*y^3 + 273*x^6*y^4 + 286*x^5*y^5 + 286*x^4*y^6 + 286*x^3*y^7 + 403*x^2*y^8 + 884*x*y^9 + 1209*y^10 + 378*x^9 + 871*x^8*y + 1378*x^7*y^2 + 1807*x^6*y^3 + 2093*x^5*y^4 + 2210*x^4*y^5 + 2262*x^3*y^6 + 2665*x^2*y^7 + 3653*x*y^8 + 3302*y^9 + 1093*x^8 + 3016*x^7*y + 5278*x^6*y^2 + 7280*x^5*y^3 + 8593*x^4*y^4 + 9308*x^3*y^5 + 10127*x^2*y^6 + 10686*x*y^7 + 7215*y^8 + 2380*x^7 + 7319*x^6*y + 13546*x^5*y^2 + 19175*x^4*y^3 + 22984*x^3*y^4 + 24739*x^2*y^5 + 22659*x*y^6 + 12558*y^7 + 4083*x^6 + 13390*x^5*y + 25441*x^4*y^2 + 35919*x^3*y^3 + 40651*x^2*y^4 + 35126*x*y^5 + 17225*y^6 + 5630*x^5 + 18954*x^4*y + 35204*x^3*y^2 + 45084*x^2*y^3 + 39494*x*y^4 + 18278*y^5 + 6085*x^4 + 19773*x^3*y + 32383*x^2*y^2 + 31239*x*y^3 + 14547*y^4 + 4746*x^3 + 13403*x^2*y + 16224*x*y^2 + 8216*y^3 + 2302*x^2 + 4745*x*y + 2951*y^2 + 508*x + 508*y
[13, 3]y^14 + 12*y^13 + x^12 + 13*x*y^11 + 78*y^12 + 14*x^11 + 26*x^2*y^9 + 143*x*y^10 + 351*y^11 + 105*x^10 + 26*x^9*y + 13*x^8*y^2 + 13*x^7*y^3 + 13*x^6*y^4 + 13*x^5*y^5 + 26*x^4*y^6 + 78*x^3*y^7 + 312*x^2*y^8 + 832*x*y^9 + 1209*y^10 + 534*x^9 + 325*x^8*y + 221*x^7*y^2 + 221*x^6*y^3 + 260*x^5*y^4 + 403*x^4*y^5 + 832*x^3*y^6 + 1872*x^2*y^7 + 3302*x*y^8 + 3354*y^9 + 2016*x^8 + 2080*x^7*y + 1911*x^6*y^2 + 2145*x^5*y^3 + 2899*x^4*y^4 + 4589*x^3*y^5 + 7462*x^2*y^6 + 9919*x*y^7 + 7722*y^8 + 5877*x^7 + 8684*x^6*y + 10101*x^5*y^2 + 12506*x^4*y^3 + 16692*x^3*y^4 + 21905*x^2*y^5 + 23621*x*y^6 + 14963*y^7 + 13352*x^6 + 25259*x^5*y + 33943*x^4*y^2 + 42341*x^3*y^3 + 48763*x^2*y^4 + 45227*x*y^5 + 24414*y^6 + 23297*x^5 + 51259*x^4*y + 71890*x^3*y^2 + 80574*x^2*y^3 + 68549*x*y^4 + 33007*y^5 + 30070*x^4 + 69888*x^3*y + 91026*x^2*y^2 + 78182*x*y^3 + 35607*y^4 + 26846*x^3 + 58942*x^2*y + 60463*x*y^2 + 28522*y^3 + 14639*x^2 + 25818*x*y + 14794*y^2 + 3615*x + 3615*y
[13, 5]y^14 + 12*y^13 + x^12 + 13*x*y^11 + 78*y^12 + 14*x^11 + 26*x^2*y^9 + 143*x*y^10 + 351*y^11 + 105*x^10 + 13*x^9*y + 13*x^4*y^6 + 78*x^3*y^7 + 312*x^2*y^8 + 832*x*y^9 + 1209*y^10 + 547*x^9 + 221*x^8*y + 104*x^7*y^2 + 104*x^6*y^3 + 156*x^5*y^4 + 338*x^4*y^5 + 832*x^3*y^6 + 1872*x^2*y^7 + 3302*x*y^8 + 3354*y^9 + 2146*x^8 + 1703*x^7*y + 1378*x^6*y^2 + 1664*x^5*y^3 + 2587*x^4*y^4 + 4472*x^3*y^5 + 7384*x^2*y^6 + 9880*x*y^7 + 7722*y^8 + 6527*x^7 + 8073*x^6*y + 8736*x^5*y^2 + 11206*x^4*y^3 + 15782*x^3*y^4 + 21320*x^2*y^5 + 23400*x*y^6 + 15002*y^7 + 15432*x^6 + 25675*x^5*y + 32461*x^4*y^2 + 40482*x^3*y^3 + 47541*x^2*y^4 + 45032*x*y^5 + 24765*y^6 + 27899*x^5 + 55731*x^4*y + 74074*x^3*y^2 + 81952*x^2*y^3 + 70330*x*y^4 + 34450*y^5 + 37207*x^4 + 80509*x^3*y + 100516*x^2*y^2 + 85202*x*y^3 + 39052*y^4 + 34295*x^3 + 71695*x^2*y + 71448*x*y^2 + 33462*y^3 + 19293*x^2 + 33098*x*y + 18707*y^2 + 4902*x + 4902*y
[14, 1]y^15 + 13*y^14 + x^13 + 14*x^12*y + 91*x^11*y^2 + 364*x^10*y^3 + 1001*x^9*y^4 + 2002*x^8*y^5 + 3003*x^7*y^6 + 3432*x^6*y^7 + 3003*x^5*y^8 + 2002*x^4*y^9 + 1001*x^3*y^10 + 364*x^2*y^11 + 91*x*y^12 + 91*y^13 + x^12 + 14*x^11*y + 91*x^10*y^2 + 364*x^9*y^3 + 1001*x^8*y^4 + 2002*x^7*y^5 + 3003*x^6*y^6 + 3432*x^5*y^7 + 3003*x^4*y^8 + 2002*x^3*y^9 + 1001*x^2*y^10 + 364*x*y^11 + 364*y^12 + x^11 + 14*x^10*y + 91*x^9*y^2 + 364*x^8*y^3 + 1001*x^7*y^4 + 2002*x^6*y^5 + 3003*x^5*y^6 + 3432*x^4*y^7 + 3003*x^3*y^8 + 2002*x^2*y^9 + 1001*x*y^10 + 1001*y^11 + x^10 + 14*x^9*y + 91*x^8*y^2 + 364*x^7*y^3 + 1001*x^6*y^4 + 2002*x^5*y^5 + 3003*x^4*y^6 + 3432*x^3*y^7 + 3003*x^2*y^8 + 2002*x*y^9 + 2002*y^10 + x^9 + 14*x^8*y + 91*x^7*y^2 + 364*x^6*y^3 + 1001*x^5*y^4 + 2002*x^4*y^5 + 3003*x^3*y^6 + 3432*x^2*y^7 + 3003*x*y^8 + 3003*y^9 + x^8 + 14*x^7*y + 91*x^6*y^2 + 364*x^5*y^3 + 1001*x^4*y^4 + 2002*x^3*y^5 + 3003*x^2*y^6 + 3432*x*y^7 + 3432*y^8 + x^7 + 14*x^6*y + 91*x^5*y^2 + 364*x^4*y^3 + 1001*x^3*y^4 + 2002*x^2*y^5 + 3003*x*y^6 + 3003*y^7 + x^6 + 14*x^5*y + 91*x^4*y^2 + 364*x^3*y^3 + 1001*x^2*y^4 + 2002*x*y^5 + 2002*y^6 + x^5 + 14*x^4*y + 91*x^3*y^2 + 364*x^2*y^3 + 1001*x*y^4 + 1001*y^5 + x^4 + 14*x^3*y + 91*x^2*y^2 + 364*x*y^3 + 364*y^4 + x^3 + 14*x^2*y + 91*x*y^2 + 91*y^3 + x^2 + 14*x*y + 14*y^2 + x + y
[14, 3]y^15 + 13*y^14 + x^13 + 14*x*y^12 + 91*y^13 + 15*x^12 + 28*x^2*y^10 + 168*x*y^11 + 441*y^12 + 120*x^11 + 28*x^10*y + 14*x^9*y^2 + 14*x^8*y^3 + 14*x^7*y^4 + 14*x^6*y^5 + 14*x^5*y^6 + 28*x^4*y^7 + 84*x^3*y^8 + 371*x^2*y^9 + 1064*x*y^10 + 1638*y^11 + 652*x^10 + 364*x^9*y + 238*x^8*y^2 + 224*x^7*y^3 + 238*x^6*y^4 + 280*x^5*y^5 + 462*x^4*y^6 + 1008*x^3*y^7 + 2457*x^2*y^8 + 4606*x*y^9 + 4914*y^10 + 2654*x^9 + 2499*x^8*y + 2142*x^7*y^2 + 2191*x^6*y^3 + 2611*x^5*y^4 + 3724*x^4*y^5 + 6251*x^3*y^6 + 10836*x^2*y^7 + 15141*x*y^8 + 12285*y^9 + 8457*x^8 + 11452*x^7*y + 12411*x^6*y^2 + 14364*x^5*y^3 + 18459*x^4*y^4 + 25760*x^3*y^5 + 35441*x^2*y^6 + 39732*x*y^7 + 26028*y^8 + 21477*x^7 + 37842*x^6*y + 48783*x^5*y^2 + 60802*x^4*y^3 + 76006*x^3*y^4 + 89460*x^2*y^5 + 84959*x*y^6 + 46982*y^7 + 43375*x^6 + 91742*x^5*y + 130431*x^4*y^2 + 160916*x^3*y^3 + 174286*x^2*y^4 + 147686*x*y^5 + 71771*y^6 + 68302*x^5 + 160608*x^4*y + 230944*x^3*y^2 + 253414*x^2*y^3 + 203861*x*y^4 + 90958*y^5 + 80622*x^4 + 194082*x^3*y + 253932*x^2*y^2 + 212324*x*y^3 + 92043*y^4 + 66657*x^3 + 148435*x^2*y + 151123*x*y^2 + 69384*y^3 + 34072*x^2 + 60200*x*y + 34111*y^2 + 7983*x + 7983*y
[15, 1]y^16 + 14*y^15 + x^14 + 15*x^13*y + 105*x^12*y^2 + 455*x^11*y^3 + 1365*x^10*y^4 + 3003*x^9*y^5 + 5005*x^8*y^6 + 6435*x^7*y^7 + 6435*x^6*y^8 + 5005*x^5*y^9 + 3003*x^4*y^10 + 1365*x^3*y^11 + 455*x^2*y^12 + 105*x*y^13 + 105*y^14 + x^13 + 15*x^12*y + 105*x^11*y^2 + 455*x^10*y^3 + 1365*x^9*y^4 + 3003*x^8*y^5 + 5005*x^7*y^6 + 6435*x^6*y^7 + 6435*x^5*y^8 + 5005*x^4*y^9 + 3003*x^3*y^10 + 1365*x^2*y^11 + 455*x*y^12 + 455*y^13 + x^12 + 15*x^11*y + 105*x^10*y^2 + 455*x^9*y^3 + 1365*x^8*y^4 + 3003*x^7*y^5 + 5005*x^6*y^6 + 6435*x^5*y^7 + 6435*x^4*y^8 + 5005*x^3*y^9 + 3003*x^2*y^10 + 1365*x*y^11 + 1365*y^12 + x^11 + 15*x^10*y + 105*x^9*y^2 + 455*x^8*y^3 + 1365*x^7*y^4 + 3003*x^6*y^5 + 5005*x^5*y^6 + 6435*x^4*y^7 + 6435*x^3*y^8 + 5005*x^2*y^9 + 3003*x*y^10 + 3003*y^11 + x^10 + 15*x^9*y + 105*x^8*y^2 + 455*x^7*y^3 + 1365*x^6*y^4 + 3003*x^5*y^5 + 5005*x^4*y^6 + 6435*x^3*y^7 + 6435*x^2*y^8 + 5005*x*y^9 + 5005*y^10 + x^9 + 15*x^8*y + 105*x^7*y^2 + 455*x^6*y^3 + 1365*x^5*y^4 + 3003*x^4*y^5 + 5005*x^3*y^6 + 6435*x^2*y^7 + 6435*x*y^8 + 6435*y^9 + x^8 + 15*x^7*y + 105*x^6*y^2 + 455*x^5*y^3 + 1365*x^4*y^4 + 3003*x^3*y^5 + 5005*x^2*y^6 + 6435*x*y^7 + 6435*y^8 + x^7 + 15*x^6*y + 105*x^5*y^2 + 455*x^4*y^3 + 1365*x^3*y^4 + 3003*x^2*y^5 + 5005*x*y^6 + 5005*y^7 + x^6 + 15*x^5*y + 105*x^4*y^2 + 455*x^3*y^3 + 1365*x^2*y^4 + 3003*x*y^5 + 3003*y^6 + x^5 + 15*x^4*y + 105*x^3*y^2 + 455*x^2*y^3 + 1365*x*y^4 + 1365*y^5 + x^4 + 15*x^3*y + 105*x^2*y^2 + 455*x*y^3 + 455*y^4 + x^3 + 15*x^2*y + 105*x*y^2 + 105*y^3 + x^2 + 15*x*y + 15*y^2 + x + y
